image,resnet50_classe,auc_augmentation
ILSVRC2012_val_00008546.JPEG,barn spider,85.71208190917969
ILSVRC2012_val_00008547.JPEG,punching bag,93.4582977294922
ILSVRC2012_val_00008548.JPEG,crib,48.865692138671875
ILSVRC2012_val_00008570.JPEG,African chameleon,93.26651000976562
ILSVRC2012_val_00008597.JPEG,sandbar,51.029258728027344
ILSVRC2012_val_00008599.JPEG,golf ball,88.3049087524414
ILSVRC2012_val_00008601.JPEG,whiskey jug,97.40007019042967
ILSVRC2012_val_00008636.JPEG,polecat,90.44867706298828
ILSVRC2012_val_00008645.JPEG,loudspeaker,97.05882263183594
ILSVRC2012_val_00008673.JPEG,giant panda,96.84628295898438
ILSVRC2012_val_00008700.JPEG,paddle,93.60601806640624
ILSVRC2012_val_00008719.JPEG,Komodo dragon,59.07439422607422
ILSVRC2012_val_00008725.JPEG,yawl,95.2018585205078
ILSVRC2012_val_00008726.JPEG,kit fox,92.92623901367188
ILSVRC2012_val_00008744.JPEG,steam locomotive,97.86185455322266
ILSVRC2012_val_00008781.JPEG,park bench,91.68278503417967
ILSVRC2012_val_00008793.JPEG,gong,88.37261199951172
ILSVRC2012_val_00008815.JPEG,kit fox,79.01720428466797
ILSVRC2012_val_00008843.JPEG,echidna,98.23656463623048
ILSVRC2012_val_00008881.JPEG,cardoon,93.40806579589844
ILSVRC2012_val_00008926.JPEG,Irish terrier,98.89958190917967
ILSVRC2012_val_00008927.JPEG,chainlink fence,95.04905700683594
ILSVRC2012_val_00008942.JPEG,dock,61.53666687011719
ILSVRC2012_val_00008952.JPEG,stingray,97.01896667480467
ILSVRC2012_val_00008987.JPEG,fiddler crab,99.17357635498048
ILSVRC2012_val_00009031.JPEG,space heater,96.4285659790039
ILSVRC2012_val_00009043.JPEG,picket fence,95.91676330566406
ILSVRC2012_val_00009052.JPEG,Australian terrier,95.83331298828124
ILSVRC2012_val_00009075.JPEG,beaver,84.66903686523438
ILSVRC2012_val_00009129.JPEG,pomegranate,95.59832000732422
ILSVRC2012_val_00009134.JPEG,harp,82.35382080078125
ILSVRC2012_val_00009150.JPEG,oil filter,79.50980377197266
ILSVRC2012_val_00009156.JPEG,grey fox,98.37098693847656
ILSVRC2012_val_00009167.JPEG,borzoi,96.77420043945312
ILSVRC2012_val_00009213.JPEG,isopod,71.59722900390625
ILSVRC2012_val_00009214.JPEG,palace,99.13042449951172
ILSVRC2012_val_00009234.JPEG,Model T,90.2777862548828
ILSVRC2012_val_00009258.JPEG,toaster,92.68720245361328
ILSVRC2012_val_00009278.JPEG,greenhouse,2.788710117340088
ILSVRC2012_val_00009286.JPEG,steel arch bridge,98.05827331542967
ILSVRC2012_val_00009332.JPEG,bee,13.589760780334473
ILSVRC2012_val_00009333.JPEG,revolver,96.85350036621094
ILSVRC2012_val_00009340.JPEG,pillow,88.3599853515625
ILSVRC2012_val_00009357.JPEG,cliff dwelling,94.4138641357422
ILSVRC2012_val_00009362.JPEG,standard schnauzer,97.14285278320312
ILSVRC2012_val_00009376.JPEG,box turtle,95.03717803955078
ILSVRC2012_val_00009378.JPEG,borzoi,91.66667175292967
ILSVRC2012_val_00009426.JPEG,pretzel,89.84832000732422
ILSVRC2012_val_00009452.JPEG,Pembroke,96.3245086669922
ILSVRC2012_val_00009453.JPEG,German short-haired pointer,83.73992919921875
ILSVRC2012_val_00009467.JPEG,rubber eraser,83.13400268554688
ILSVRC2012_val_00009488.JPEG,silky terrier,45.10761260986328
ILSVRC2012_val_00009497.JPEG,mosque,70.21092224121094
ILSVRC2012_val_00009499.JPEG,trilobite,22.660627365112305
ILSVRC2012_val_00009533.JPEG,lionfish,85.86700439453125
ILSVRC2012_val_00009547.JPEG,Bouvier des Flandres,96.11189270019533
ILSVRC2012_val_00009557.JPEG,ski,96.35809326171876
ILSVRC2012_val_00009571.JPEG,maypole,91.6160125732422
ILSVRC2012_val_00009577.JPEG,breakwater,87.37519836425781
ILSVRC2012_val_00009580.JPEG,ringneck snake,91.88966369628906
ILSVRC2012_val_00009583.JPEG,prairie chicken,94.05235290527344
ILSVRC2012_val_00009588.JPEG,projectile,98.00910949707033
ILSVRC2012_val_00009590.JPEG,jacamar,97.56097412109376
ILSVRC2012_val_00009605.JPEG,tennis ball,90.90909576416016
ILSVRC2012_val_00009620.JPEG,pop bottle,75.6471939086914
ILSVRC2012_val_00009692.JPEG,diamondback,67.00253295898438
ILSVRC2012_val_00009708.JPEG,warthog,14.370348930358888
ILSVRC2012_val_00009740.JPEG,Border terrier,86.7890853881836
ILSVRC2012_val_00009749.JPEG,wreck,94.65364074707033
ILSVRC2012_val_00009799.JPEG,baboon,46.0152702331543
ILSVRC2012_val_00009806.JPEG,armadillo,98.6715316772461
ILSVRC2012_val_00009835.JPEG,photocopier,96.69478607177734
ILSVRC2012_val_00009845.JPEG,saltshaker,92.1345443725586
ILSVRC2012_val_00009861.JPEG,barometer,96.29629516601562
ILSVRC2012_val_00009865.JPEG,Pekinese,83.986083984375
ILSVRC2012_val_00009868.JPEG,Loafer,95.4198989868164
ILSVRC2012_val_00009926.JPEG,hand blower,90.69866943359376
ILSVRC2012_val_00009943.JPEG,walking stick,97.05502319335938
ILSVRC2012_val_00009948.JPEG,zebra,92.140869140625
ILSVRC2012_val_00009950.JPEG,potter's wheel,97.14285278320312
ILSVRC2012_val_00009958.JPEG,barn,97.4788818359375
ILSVRC2012_val_00009989.JPEG,parking meter,97.35560607910156
ILSVRC2012_val_00009999.JPEG,piggy bank,91.62992095947266
ILSVRC2012_val_00010007.JPEG,thimble,83.2472915649414
ILSVRC2012_val_00010009.JPEG,snowplow,98.13045501708984
ILSVRC2012_val_00010025.JPEG,cabbage butterfly,86.71851348876953
ILSVRC2012_val_00010026.JPEG,rapeseed,61.53535079956055
ILSVRC2012_val_00010028.JPEG,ground beetle,76.0805435180664
ILSVRC2012_val_00010055.JPEG,barbell,95.36621856689452
ILSVRC2012_val_00010100.JPEG,Angora,98.79029083251952
ILSVRC2012_val_00010104.JPEG,cheeseburger,80.37490844726562
ILSVRC2012_val_00010105.JPEG,fire screen,92.28234100341795
ILSVRC2012_val_00010116.JPEG,European fire salamander,97.8723602294922
ILSVRC2012_val_00010137.JPEG,koala,95.7629623413086
ILSVRC2012_val_00010163.JPEG,Blenheim spaniel,83.67472076416016
ILSVRC2012_val_00010173.JPEG,jaguar,77.58799743652344
ILSVRC2012_val_00010205.JPEG,binoculars,98.53971099853516
ILSVRC2012_val_00010239.JPEG,gong,87.55735778808594
ILSVRC2012_val_00010248.JPEG,koala,96.72370910644533
ILSVRC2012_val_00010249.JPEG,Walker hound,96.4478988647461
ILSVRC2012_val_00010260.JPEG,entertainment center,97.7929458618164
ILSVRC2012_val_00010275.JPEG,garter snake,98.56599426269533
ILSVRC2012_val_00010363.JPEG,goldfish,82.48941802978516
ILSVRC2012_val_00010436.JPEG,Siamese cat,90.0
ILSVRC2012_val_00010463.JPEG,bath towel,93.95848083496094
ILSVRC2012_val_00010467.JPEG,collie,97.60472869873048
ILSVRC2012_val_00010482.JPEG,gibbon,3.7709999084472656
ILSVRC2012_val_00010544.JPEG,bicycle-built-for-two,78.27964782714844
ILSVRC2012_val_00010552.JPEG,lesser panda,36.88564682006836
ILSVRC2012_val_00010555.JPEG,rock crab,80.85067749023438
ILSVRC2012_val_00010568.JPEG,rule,94.11764526367188
ILSVRC2012_val_00010582.JPEG,plate,96.68273162841795
ILSVRC2012_val_00010583.JPEG,common iguana,0.6719324588775635
ILSVRC2012_val_00010589.JPEG,guinea pig,96.0
ILSVRC2012_val_00010592.JPEG,oxcart,4.027167320251465
ILSVRC2012_val_00010595.JPEG,beaker,94.03902435302734
ILSVRC2012_val_00010598.JPEG,Egyptian cat,79.64334106445312
ILSVRC2012_val_00010624.JPEG,soft-coated wheaten terrier,93.10589599609376
ILSVRC2012_val_00010646.JPEG,photocopier,98.41270446777344
ILSVRC2012_val_00010665.JPEG,Norwegian elkhound,97.89686584472656
ILSVRC2012_val_00010679.JPEG,Petri dish,86.25089263916016
ILSVRC2012_val_00010683.JPEG,puffer,93.1097640991211
ILSVRC2012_val_00010685.JPEG,iPod,94.2592544555664
ILSVRC2012_val_00010740.JPEG,white stork,90.02877044677734
ILSVRC2012_val_00010747.JPEG,lesser panda,70.33772277832031
ILSVRC2012_val_00010760.JPEG,swing,86.70191192626953
ILSVRC2012_val_00010764.JPEG,file,84.10420227050781
ILSVRC2012_val_00010781.JPEG,chime,70.38495635986328
ILSVRC2012_val_00010806.JPEG,lipstick,95.58116149902344
ILSVRC2012_val_00010847.JPEG,hammer,84.74980163574219
ILSVRC2012_val_00010858.JPEG,velvet,91.27347564697266
ILSVRC2012_val_00010861.JPEG,chickadee,95.5066375732422
ILSVRC2012_val_00010870.JPEG,water snake,81.80963897705078
ILSVRC2012_val_00010888.JPEG,cockroach,92.08837890625
ILSVRC2012_val_00010895.JPEG,dining table,98.40470123291016
ILSVRC2012_val_00010922.JPEG,reflex camera,95.58174896240234
ILSVRC2012_val_00010932.JPEG,indri,92.91985321044922
ILSVRC2012_val_00010970.JPEG,basenji,91.71099853515624
ILSVRC2012_val_00011000.JPEG,hyena,0.6098410487174988
ILSVRC2012_val_00011027.JPEG,cardoon,87.52843475341797
ILSVRC2012_val_00011050.JPEG,stove,93.9800262451172
ILSVRC2012_val_00011056.JPEG,house finch,98.98990631103516
ILSVRC2012_val_00011057.JPEG,standard schnauzer,96.35804748535156
ILSVRC2012_val_00011107.JPEG,speedboat,96.8575210571289
ILSVRC2012_val_00011109.JPEG,knot,68.60559844970703
ILSVRC2012_val_00011123.JPEG,puffer,75.15025329589844
ILSVRC2012_val_00011165.JPEG,Cardigan,93.22761535644533
ILSVRC2012_val_00011190.JPEG,lorikeet,98.51455688476562
ILSVRC2012_val_00011191.JPEG,basset,94.73684692382812
ILSVRC2012_val_00011202.JPEG,Mexican hairless,96.5099868774414
ILSVRC2012_val_00011256.JPEG,spider monkey,97.103515625
ILSVRC2012_val_00011282.JPEG,puck,92.59162139892578
ILSVRC2012_val_00011301.JPEG,stethoscope,6.254062652587891
ILSVRC2012_val_00011338.JPEG,rapeseed,91.18570709228516
ILSVRC2012_val_00011347.JPEG,pineapple,79.6317138671875
ILSVRC2012_val_00011398.JPEG,bookcase,72.78201293945312
ILSVRC2012_val_00011435.JPEG,chainlink fence,95.33880615234376
ILSVRC2012_val_00011447.JPEG,brown bear,94.44444274902344
ILSVRC2012_val_00011454.JPEG,patio,70.06560516357422
ILSVRC2012_val_00011540.JPEG,tobacco shop,95.06068420410156
ILSVRC2012_val_00011560.JPEG,viaduct,88.34555053710938
ILSVRC2012_val_00011588.JPEG,traffic light,95.76132202148438
ILSVRC2012_val_00011591.JPEG,sandbar,2.3883302211761475
ILSVRC2012_val_00011605.JPEG,jacamar,92.30768585205078
ILSVRC2012_val_00011618.JPEG,limousine,98.46154022216795
ILSVRC2012_val_00011669.JPEG,ant,96.14846801757812
ILSVRC2012_val_00011728.JPEG,Chihuahua,95.28082275390624
ILSVRC2012_val_00011743.JPEG,dumbbell,67.779296875
ILSVRC2012_val_00011752.JPEG,ice lolly,82.185546875
ILSVRC2012_val_00011782.JPEG,electric ray,96.94589233398438
ILSVRC2012_val_00011797.JPEG,pinwheel,95.06871032714844
ILSVRC2012_val_00011805.JPEG,Maltese dog,97.16148376464844
ILSVRC2012_val_00011809.JPEG,cellular telephone,95.6405029296875
ILSVRC2012_val_00011820.JPEG,leafhopper,93.30929565429688
ILSVRC2012_val_00011833.JPEG,Polaroid camera,96.875
ILSVRC2012_val_00011840.JPEG,paintbrush,73.61865997314453
ILSVRC2012_val_00011851.JPEG,ruffed grouse,88.29102325439453
ILSVRC2012_val_00011858.JPEG,cowboy boot,92.36131286621094
ILSVRC2012_val_00011867.JPEG,apiary,93.5185546875
ILSVRC2012_val_00011872.JPEG,frying pan,98.28553771972656
ILSVRC2012_val_00011873.JPEG,schipperke,58.09583282470703
ILSVRC2012_val_00011995.JPEG,aircraft carrier,93.5864715576172
ILSVRC2012_val_00012022.JPEG,picket fence,93.68692016601562
ILSVRC2012_val_00012043.JPEG,bluetick,97.88450622558594
ILSVRC2012_val_00012058.JPEG,junco,86.5867691040039
ILSVRC2012_val_00012100.JPEG,golden retriever,97.58856964111328
ILSVRC2012_val_00012111.JPEG,aircraft carrier,80.9318618774414
ILSVRC2012_val_00012123.JPEG,black grouse,87.39253997802734
ILSVRC2012_val_00012137.JPEG,monarch,98.51605987548828
ILSVRC2012_val_00012152.JPEG,damselfly,97.0742416381836
ILSVRC2012_val_00012210.JPEG,caldron,96.208740234375
ILSVRC2012_val_00012222.JPEG,library,91.29508972167967
ILSVRC2012_val_00012241.JPEG,gar,94.64238739013672
ILSVRC2012_val_00012281.JPEG,lab coat,71.46161651611328
ILSVRC2012_val_00012319.JPEG,drumstick,64.13594055175781
ILSVRC2012_val_00012320.JPEG,rapeseed,93.1651840209961
ILSVRC2012_val_00012333.JPEG,four-poster,95.50289916992188
ILSVRC2012_val_00012342.JPEG,Komodo dragon,97.62908172607422
ILSVRC2012_val_00012361.JPEG,agaric,99.48619079589844
ILSVRC2012_val_00012367.JPEG,military uniform,94.59402465820312
ILSVRC2012_val_00012401.JPEG,dingo,95.45846557617188
ILSVRC2012_val_00012405.JPEG,sarong,19.173851013183594
ILSVRC2012_val_00012424.JPEG,horse cart,97.16404724121094
ILSVRC2012_val_00012431.JPEG,water snake,98.5496063232422
ILSVRC2012_val_00012503.JPEG,tench,96.94197845458984
ILSVRC2012_val_00012556.JPEG,Border collie,56.96100616455078
ILSVRC2012_val_00012622.JPEG,mashed potato,93.55115509033205
ILSVRC2012_val_00012646.JPEG,Scottish deerhound,94.1542510986328
ILSVRC2012_val_00012649.JPEG,plate rack,96.19024658203124
ILSVRC2012_val_00012659.JPEG,tennis ball,95.544921875
ILSVRC2012_val_00012668.JPEG,golfcart,96.6152801513672
ILSVRC2012_val_00012670.JPEG,wooden spoon,88.0122299194336
ILSVRC2012_val_00012672.JPEG,conch,93.08547973632812
ILSVRC2012_val_00012682.JPEG,brassiere,3.75322151184082
ILSVRC2012_val_00012686.JPEG,Crock Pot,96.98118591308594
ILSVRC2012_val_00012715.JPEG,carousel,81.31416320800781
ILSVRC2012_val_00012774.JPEG,cockroach,64.34815216064453
ILSVRC2012_val_00012814.JPEG,brambling,98.16845703125
ILSVRC2012_val_00012849.JPEG,lipstick,91.8892059326172
ILSVRC2012_val_00012887.JPEG,bolo tie,95.2380828857422
ILSVRC2012_val_00012904.JPEG,toy poodle,79.26373291015625
ILSVRC2012_val_00012907.JPEG,hair spray,93.67166137695312
ILSVRC2012_val_00012912.JPEG,vault,93.24435424804688
ILSVRC2012_val_00012954.JPEG,golden retriever,88.75980377197266
ILSVRC2012_val_00012962.JPEG,king crab,77.28931427001953
ILSVRC2012_val_00012964.JPEG,flute,91.609619140625
ILSVRC2012_val_00012978.JPEG,kit fox,95.71383666992188
ILSVRC2012_val_00012979.JPEG,wing,93.8397979736328
ILSVRC2012_val_00012981.JPEG,gasmask,93.56697845458984
ILSVRC2012_val_00012995.JPEG,Pekinese,84.32842254638672
ILSVRC2012_val_00012996.JPEG,lotion,91.34754943847656
ILSVRC2012_val_00013039.JPEG,French bulldog,99.2696304321289
ILSVRC2012_val_00013061.JPEG,mantis,88.46343994140625
ILSVRC2012_val_00013081.JPEG,reflex camera,97.61511993408205
ILSVRC2012_val_00013115.JPEG,plate,89.96690368652344
ILSVRC2012_val_00013149.JPEG,tow truck,94.99288177490234
ILSVRC2012_val_00013157.JPEG,odometer,97.98619079589844
ILSVRC2012_val_00013177.JPEG,guillotine,91.46770477294922
ILSVRC2012_val_00013178.JPEG,perfume,64.49391174316406
ILSVRC2012_val_00013185.JPEG,bookcase,88.64437866210938
ILSVRC2012_val_00013200.JPEG,submarine,90.67984771728516
ILSVRC2012_val_00013201.JPEG,tree frog,95.35320281982422
ILSVRC2012_val_00013207.JPEG,Christmas stocking,97.29730987548828
ILSVRC2012_val_00013234.JPEG,pomegranate,98.30509948730467
ILSVRC2012_val_00013247.JPEG,red wine,97.6484832763672
ILSVRC2012_val_00013262.JPEG,beer glass,84.37921142578125
ILSVRC2012_val_00013281.JPEG,aircraft carrier,89.8947525024414
ILSVRC2012_val_00013298.JPEG,grand piano,82.32469177246094
ILSVRC2012_val_00013306.JPEG,liner,99.08257293701172
ILSVRC2012_val_00013316.JPEG,oil filter,91.73381042480467
ILSVRC2012_val_00013331.JPEG,mosque,97.13025665283205
ILSVRC2012_val_00013367.JPEG,house finch,86.34811401367188
ILSVRC2012_val_00013371.JPEG,lotion,96.36925506591795
ILSVRC2012_val_00013397.JPEG,vine snake,98.84185791015624
ILSVRC2012_val_00013405.JPEG,yellow lady's slipper,98.14093780517578
ILSVRC2012_val_00013425.JPEG,badger,97.14590454101562
ILSVRC2012_val_00013448.JPEG,giant schnauzer,94.9150161743164
ILSVRC2012_val_00013464.JPEG,trimaran,96.01248931884766
ILSVRC2012_val_00013478.JPEG,mountain tent,97.64928436279295
ILSVRC2012_val_00013490.JPEG,panpipe,88.98397064208984
ILSVRC2012_val_00013503.JPEG,snail,98.37255859375
ILSVRC2012_val_00013536.JPEG,shovel,93.79183959960938
ILSVRC2012_val_00013542.JPEG,crash helmet,98.52338409423828
ILSVRC2012_val_00013582.JPEG,whiptail,99.4565200805664
ILSVRC2012_val_00013584.JPEG,African hunting dog,88.85501098632812
ILSVRC2012_val_00013603.JPEG,ruddy turnstone,97.62840270996094
ILSVRC2012_val_00013605.JPEG,wreck,98.2073211669922
ILSVRC2012_val_00013607.JPEG,partridge,96.8387222290039
ILSVRC2012_val_00013674.JPEG,plate,94.6578369140625
ILSVRC2012_val_00013684.JPEG,tabby,76.1698989868164
ILSVRC2012_val_00013709.JPEG,abaya,90.2747039794922
ILSVRC2012_val_00013715.JPEG,Samoyed,77.47824096679688
ILSVRC2012_val_00013717.JPEG,soup bowl,1.653370022773743
ILSVRC2012_val_00013755.JPEG,butternut squash,97.29730987548828
ILSVRC2012_val_00013758.JPEG,panpipe,97.0146255493164
ILSVRC2012_val_00013794.JPEG,goose,89.98819732666016
ILSVRC2012_val_00013813.JPEG,stethoscope,94.72532653808594
ILSVRC2012_val_00013825.JPEG,grille,93.83949279785156
ILSVRC2012_val_00013840.JPEG,water ouzel,84.42485046386719
ILSVRC2012_val_00013843.JPEG,curly-coated retriever,90.14312744140624
ILSVRC2012_val_00013853.JPEG,black-footed ferret,93.9017333984375
ILSVRC2012_val_00013874.JPEG,espresso,80.88760375976562
ILSVRC2012_val_00013884.JPEG,manhole cover,91.82245635986328
ILSVRC2012_val_00013906.JPEG,mouse,90.77964782714844
ILSVRC2012_val_00013911.JPEG,white wolf,93.75
ILSVRC2012_val_00013930.JPEG,Brabancon griffon,93.57058715820312
ILSVRC2012_val_00013932.JPEG,crayfish,90.46292877197266
ILSVRC2012_val_00013936.JPEG,daisy,97.77730560302734
ILSVRC2012_val_00013968.JPEG,bucket,92.77865600585938
ILSVRC2012_val_00013979.JPEG,pretzel,95.19245910644533
ILSVRC2012_val_00014020.JPEG,cairn,96.51988983154295
ILSVRC2012_val_00014026.JPEG,bubble,97.10062408447266
ILSVRC2012_val_00014034.JPEG,bookcase,84.67206573486328
ILSVRC2012_val_00014048.JPEG,shopping cart,83.86666107177734
ILSVRC2012_val_00014056.JPEG,assault rifle,96.92181396484376
ILSVRC2012_val_00014059.JPEG,starfish,61.859886169433594
ILSVRC2012_val_00014101.JPEG,schipperke,94.41004180908205
ILSVRC2012_val_00014114.JPEG,diamondback,98.71647644042967
ILSVRC2012_val_00014142.JPEG,diaper,95.30104064941406
ILSVRC2012_val_00014145.JPEG,affenpinscher,97.14285278320312
ILSVRC2012_val_00014167.JPEG,harvester,1.1026067733764648
ILSVRC2012_val_00014180.JPEG,hen,95.98497772216795
ILSVRC2012_val_00014184.JPEG,electric locomotive,98.69132232666016
ILSVRC2012_val_00014222.JPEG,thresher,86.84044647216797
ILSVRC2012_val_00014232.JPEG,European fire salamander,98.4211883544922
ILSVRC2012_val_00014233.JPEG,black-footed ferret,0.1514935195446014
ILSVRC2012_val_00014238.JPEG,triumphal arch,94.21823120117188
ILSVRC2012_val_00014246.JPEG,Siberian husky,96.15384674072266
ILSVRC2012_val_00014268.JPEG,broom,96.92713928222656
ILSVRC2012_val_00014292.JPEG,sports car,96.69033813476562
ILSVRC2012_val_00014310.JPEG,monarch,97.22859954833984
ILSVRC2012_val_00014320.JPEG,Rottweiler,93.33332061767578
ILSVRC2012_val_00014346.JPEG,bee eater,88.36488342285156
ILSVRC2012_val_00014392.JPEG,ballpoint,84.0461196899414
ILSVRC2012_val_00014415.JPEG,barber chair,92.55838012695312
ILSVRC2012_val_00014464.JPEG,liner,82.95188903808594
ILSVRC2012_val_00014471.JPEG,Border collie,0.9478968977928162
ILSVRC2012_val_00014500.JPEG,pug,96.41624450683594
ILSVRC2012_val_00014555.JPEG,Petri dish,81.60342407226562
ILSVRC2012_val_00014560.JPEG,Pembroke,91.51991271972656
ILSVRC2012_val_00014587.JPEG,tick,79.50562286376953
ILSVRC2012_val_00014637.JPEG,miniskirt,78.17994689941406
ILSVRC2012_val_00014727.JPEG,tarantula,0.319838136434555
ILSVRC2012_val_00014747.JPEG,Maltese dog,95.65216064453124
ILSVRC2012_val_00014753.JPEG,spiny lobster,97.13115692138672
ILSVRC2012_val_00014777.JPEG,rock beauty,93.78157043457033
ILSVRC2012_val_00014796.JPEG,hot pot,50.3814582824707
ILSVRC2012_val_00014828.JPEG,ringneck snake,98.9342041015625
ILSVRC2012_val_00014869.JPEG,sea anemone,98.75413513183594
ILSVRC2012_val_00014881.JPEG,guinea pig,80.0
ILSVRC2012_val_00014896.JPEG,electric guitar,91.43827056884766
ILSVRC2012_val_00014939.JPEG,scoreboard,56.828800201416016
ILSVRC2012_val_00014948.JPEG,starfish,93.02220916748048
ILSVRC2012_val_00015011.JPEG,garden spider,78.0892105102539
ILSVRC2012_val_00015028.JPEG,Norfolk terrier,96.05842590332033
ILSVRC2012_val_00015078.JPEG,forklift,96.79409790039062
ILSVRC2012_val_00015085.JPEG,coral fungus,96.54310607910156
ILSVRC2012_val_00015104.JPEG,hen-of-the-woods,99.44752502441406
ILSVRC2012_val_00015156.JPEG,hoopskirt,96.87496185302734
ILSVRC2012_val_00015222.JPEG,anemone fish,98.1811065673828
ILSVRC2012_val_00015239.JPEG,skunk,73.2801742553711
ILSVRC2012_val_00015248.JPEG,pot,91.2037124633789
ILSVRC2012_val_00015270.JPEG,corkscrew,80.99667358398438
ILSVRC2012_val_00015291.JPEG,drake,98.47701263427734
ILSVRC2012_val_00015304.JPEG,indri,92.93872833251952
ILSVRC2012_val_00015311.JPEG,lifeboat,97.13578033447266
ILSVRC2012_val_00015317.JPEG,plastic bag,1.240969181060791
ILSVRC2012_val_00015323.JPEG,lab coat,97.74349975585938
ILSVRC2012_val_00015330.JPEG,dhole,92.69102478027344
ILSVRC2012_val_00015331.JPEG,cornet,58.8233642578125
ILSVRC2012_val_00015372.JPEG,Persian cat,88.60550689697266
ILSVRC2012_val_00015375.JPEG,desktop computer,97.72901153564452
ILSVRC2012_val_00015386.JPEG,monitor,98.67723083496094
ILSVRC2012_val_00015387.JPEG,volcano,87.5
ILSVRC2012_val_00015406.JPEG,pineapple,98.42472839355467
ILSVRC2012_val_00015466.JPEG,fur coat,95.62610626220705
ILSVRC2012_val_00015472.JPEG,desktop computer,92.7420654296875
ILSVRC2012_val_00015475.JPEG,box turtle,97.36105346679688
ILSVRC2012_val_00015476.JPEG,greenhouse,54.85215377807617
ILSVRC2012_val_00015480.JPEG,hay,80.89057922363281
ILSVRC2012_val_00015487.JPEG,trifle,77.37230682373047
ILSVRC2012_val_00015522.JPEG,guacamole,84.18357849121094
ILSVRC2012_val_00015531.JPEG,cairn,96.5517120361328
ILSVRC2012_val_00015553.JPEG,electric fan,98.02151489257812
ILSVRC2012_val_00015575.JPEG,sandbar,64.08281707763672
ILSVRC2012_val_00015589.JPEG,bonnet,83.74223327636719
ILSVRC2012_val_00015592.JPEG,standard schnauzer,93.7409896850586
ILSVRC2012_val_00015611.JPEG,dam,48.48493576049805
ILSVRC2012_val_00015651.JPEG,beach wagon,98.20822143554688
ILSVRC2012_val_00015660.JPEG,king penguin,99.31771850585938
ILSVRC2012_val_00015684.JPEG,prison,98.15538024902344
ILSVRC2012_val_00015689.JPEG,parachute,96.83121490478516
ILSVRC2012_val_00015704.JPEG,titi,86.70899200439453
ILSVRC2012_val_00015738.JPEG,cocker spaniel,96.0
ILSVRC2012_val_00015747.JPEG,cocktail shaker,91.99794006347656
ILSVRC2012_val_00015753.JPEG,frilled lizard,82.93507385253906
ILSVRC2012_val_00015793.JPEG,organ,89.4170150756836
ILSVRC2012_val_00015806.JPEG,amphibian,92.9002914428711
ILSVRC2012_val_00015821.JPEG,dingo,94.7983856201172
ILSVRC2012_val_00015826.JPEG,sandal,90.8056640625
ILSVRC2012_val_00015890.JPEG,quill,13.572811126708984
ILSVRC2012_val_00015899.JPEG,black swan,95.31885528564452
ILSVRC2012_val_00015918.JPEG,four-poster,93.52896881103516
ILSVRC2012_val_00015922.JPEG,water ouzel,96.58439636230467
ILSVRC2012_val_00015952.JPEG,keeshond,95.68679809570312
ILSVRC2012_val_00015973.JPEG,coral reef,93.23649597167967
ILSVRC2012_val_00016006.JPEG,Polaroid camera,79.17562866210938
ILSVRC2012_val_00016033.JPEG,plane,85.92793273925781
ILSVRC2012_val_00016041.JPEG,plow,93.19157409667967
ILSVRC2012_val_00016074.JPEG,keeshond,35.338645935058594
ILSVRC2012_val_00016105.JPEG,fox squirrel,68.27826690673828
ILSVRC2012_val_00016106.JPEG,electric fan,1.926481008529663
ILSVRC2012_val_00016138.JPEG,slug,98.27088165283205
ILSVRC2012_val_00016161.JPEG,barbershop,94.47896575927734
ILSVRC2012_val_00016162.JPEG,sea slug,95.60157775878906
ILSVRC2012_val_00016191.JPEG,collie,97.12456512451172
ILSVRC2012_val_00016194.JPEG,Persian cat,92.8063735961914
ILSVRC2012_val_00016235.JPEG,forklift,84.77742767333984
ILSVRC2012_val_00016261.JPEG,screwdriver,72.2000503540039
ILSVRC2012_val_00016290.JPEG,consomme,94.772705078125
ILSVRC2012_val_00016303.JPEG,keeshond,71.98249053955078
ILSVRC2012_val_00016306.JPEG,eel,96.66667938232422
ILSVRC2012_val_00016353.JPEG,patio,94.15640258789062
ILSVRC2012_val_00016379.JPEG,whiptail,0.0617479905486106
ILSVRC2012_val_00016399.JPEG,tiger cat,67.20509338378906
ILSVRC2012_val_00016413.JPEG,lumbermill,74.39705657958984
ILSVRC2012_val_00016419.JPEG,mountain tent,94.04026794433594
ILSVRC2012_val_00016444.JPEG,German short-haired pointer,91.55541229248048
ILSVRC2012_val_00016447.JPEG,medicine chest,97.56097412109376
ILSVRC2012_val_00016450.JPEG,bannister,97.56097412109376
ILSVRC2012_val_00016487.JPEG,prairie chicken,90.71896362304688
ILSVRC2012_val_00016489.JPEG,Cardigan,96.23062896728516
ILSVRC2012_val_00016491.JPEG,motor scooter,94.1983642578125
ILSVRC2012_val_00016495.JPEG,chambered nautilus,37.8673095703125
ILSVRC2012_val_00016507.JPEG,harvestman,93.68331909179688
ILSVRC2012_val_00016511.JPEG,recreational vehicle,98.35646057128906
ILSVRC2012_val_00016513.JPEG,sloth bear,83.19468688964844
ILSVRC2012_val_00016516.JPEG,picket fence,98.11321258544922
ILSVRC2012_val_00016544.JPEG,hen-of-the-woods,76.5017318725586
ILSVRC2012_val_00016581.JPEG,Doberman,98.82352447509766
ILSVRC2012_val_00016590.JPEG,pajama,96.81887817382812
ILSVRC2012_val_00016597.JPEG,plate,95.42010498046876
